Recording,Participant,Timeline,TOI,Interval,Media,AOI,Chin,Forehead,L_Cheek,L_Ear,L_Eye,Mouth,Nose,R_Cheek,R_Ear,R_Eye,Last_key_press,Total_duration_of_fixations,Average_duration_of_fixations,Minimum_duration_of_fixations,Maximum_duration_of_fixations,Number_of_fixations,Time_to_first_fixation,Duration_of_first_fixation,Last_AOI_viewed,AOI_at_interval_end,Average_pupil_diameter,Total_duration_of_whole_fixations,Average_duration_of_whole_fixations,Minimum_duration_of_whole_fixations,Maximum_duration_of_whole_fixations,Number_of_whole_fixations,Time_to_first_whole_fixation,Duration_of_first_whole_fixation,Average_whole-fixation_pupil_diameter,Total_duration_of_Visit,Average_duration_of_Visit,Minimum_duration_of_Visit,Maximum_duration_of_Visit,Number_of_Visits,Time_to_first_Visit,Duration_of_first_Visit,Total_duration_of_Glances,Average_duration_of_Glances,Minimum_duration_of_Glances,Maximum_duration_of_Glances,Number_of_Glances,Time_to_first_Glance,Duration_of_first_Glance,Number_of_mouse_clicks,Time_to_first_mouse_click,Time_from_first_fixation_to_mouse_click,Number_of_mouse_clicks_and_releases,Time_to_first_mouse_click_and_release,Time_from_first_fixation_to_mouse_click_and_release,Number_of_saccades_in_AOI,Time_to_entry_saccade,Time_to_exit_saccade,Peak_velocity_of_entry_saccade,Peak_velocity_of_exit_saccade,Character_index,Word_index,Sentence_index,AOI_string,Text_unit_type,Number_of_units,First-pass_first_fixation_duration,First-pass_duration,Selective_regression-path_duration,First-pass_regression,Total_duration_of_fixations,Regression-path_duration,Re-reading_duration
CREBBP_1,CREBBP,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Ear,,,,,,,,,R_Ear,,Space,0,,,,0,,,Mouth,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
CREBBP_1,CREBBP,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Ear,,,,,,,,,R_Ear,,Space,233,233,233,233,1,346354,233,Mouth,,3.03938,233,233,233,233,1,346354,233,3.03938,233,233,233,233,1,346354,233,275,275,275,275,1,346313,275,0,,,0,,,0,,,,,,,,,,,,,,,,,
CREBBP_1,CREBBP,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Ear,,,,,,,,,R_Ear,,Space,258,258,258,258,1,430538,258,Mouth,,2.98191,0,,,,0,,,,258,258,258,258,1,430538,258,258,258,258,258,1,430538,258,0,,,0,,,0,,430796,,377.03,,,,,,,,,,,,,
CREBBP_1,CREBBP,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Ear,,,,,,,,,R_Ear,,Space,367,183,125,242,2,232287,242,Mouth,,3.02301,367,183,125,242,2,232287,242,3.02301,408,408,408,408,1,232287,408,450,450,450,450,1,232246,450,0,,,0,,,1,232246,232696,282.37,392.69,,,,,,,,,,,,,
CREBBP_1,CREBBP,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Ear,,,,,,,,,R_Ear,,Space,150,150,150,150,1,191992,150,Mouth,,2.8566,150,150,150,150,1,191992,150,2.8566,150,150,150,150,1,191992,150,167,167,167,167,1,191975,167,0,,,0,,,0,,,,,,,,,,,,,,,,,
CREBBP_1,CREBBP,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Ear,,,,,,,,,R_Ear,,Space,258,129,108,150,2,447561,150,Mouth,,3.00244,108,108,108,108,1,447752,108,2.99242,300,300,300,300,1,447561,300,300,300,300,300,1,447561,300,0,,,0,,,0,,447861,,265.49,,,,,,,,,,,,,
CREBBP_1,CREBBP,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Ear,,,,,,,,,R_Ear,,Space,92,92,92,92,1,288631,92,Mouth,,2.88374,92,92,92,92,1,288631,92,2.88374,92,92,92,92,1,288631,92,108,108,108,108,1,288614,108,0,,,0,,,0,,288722,,54.06,,,,,,,,,,,,,
CREBBP_1,CREBBP,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Ear,,,,,,,,,R_Ear,,Space,367,367,367,367,1,369386,367,Mouth,,3.24061,367,367,367,367,1,369386,367,3.24061,367,367,367,367,1,369386,367,400,400,400,400,1,369352,400,0,,,0,,,0,369352,369752,223.06,357.46,,,,,,,,,,,,,
CREBBP_1,CREBBP,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Ear,,,,,,,,,R_Ear,,Space,0,,,,0,,,Mouth,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
CREBBP_1,CREBBP,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Ear,,,,,,,,,R_Ear,,Space,333,111,108,117,3,145674,108,Mouth,,2.96646,333,111,108,117,3,145674,108,2.96646,342,171,117,225,2,145674,225,417,208,158,258,2,145641,258,0,,,0,,,1,145641,145899,145.25,252.25,,,,,,,,,,,,,
CREBBP_1,CREBBP,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Ear,,,,,,,,,R_Ear,,Space,0,,,,0,,,Mouth,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
CREBBP_1,CREBBP,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Ear,,,,,,,,,R_Ear,,Space,0,,,,0,,,Mouth,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
CREBBP_1,CREBBP,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Ear,,,,,,,,,R_Ear,,Space,158,158,158,158,1,170853,158,Mouth,,2.9123,0,,,,0,,,,158,158,158,158,1,170853,158,158,158,158,158,1,170853,158,0,,,0,,,0,,171011,,252.64,,,,,,,,,,,,,
CREBBP_1,CREBBP,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Ear,,,,,,,,,R_Ear,,Space,0,,,,0,,,Mouth,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
CREBBP_1,CREBBP,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Ear,,,,,,,,,R_Ear,,Space,0,,,,0,,,Mouth,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
CREBBP_1,CREBBP,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Ear,,,,,,,,,R_Ear,,Space,0,,,,0,,,Mouth,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
CREBBP_1,CREBBP,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Ear,,,,,,,,,R_Ear,,Space,167,167,167,167,1,269025,167,Mouth,,2.97212,167,167,167,167,1,269025,167,2.97212,167,167,167,167,1,269025,167,192,192,192,192,1,269000,192,0,,,0,,,0,269000,,115.66,,,,,,,,,,,,,,
CREBBP_1,CREBBP,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Eye,,,,,,,,,,R_Eye,Space,817,163,83,267,5,304437,167,Mouth,,2.83179,817,163,83,267,5,304437,167,2.83179,867,289,83,417,3,304437,367,933,311,117,425,3,304412,392,0,,,0,,,1,304412,304804,139.75,181.43,,,,,,,,,,,,,
CREBBP_1,CREBBP,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Eye,,,,,,,,,,R_Eye,Space,1850,206,108,467,9,342322,158,Mouth,,2.89176,1725,216,108,467,8,342322,158,2.88241,1941,388,250,608,5,342322,358,2066,413,250,658,5,342297,383,0,,,0,,,3,342297,342680,121.92,176.1,,,,,,,,,,,,,
CREBBP_1,CREBBP,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Eye,,,,,,,,,,R_Eye,Space,983,164,75,233,6,424105,233,Mouth,,2.95374,983,164,75,233,6,424105,233,2.95374,1000,250,200,333,4,424105,233,1133,283,217,367,4,424072,267,0,,,0,,,2,426730,424338,232.42,217.92,,,,,,,,,,,,,
CREBBP_1,CREBBP,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Eye,,,,,,,,,,R_Eye,Space,858,215,117,350,4,229229,117,Mouth,,2.97728,858,215,117,350,4,229229,117,2.97728,875,292,117,408,3,229229,117,983,328,158,442,3,229188,158,0,,,0,,,1,229188,235920,153.05,76.99,,,,,,,,,,,,,
CREBBP_1,CREBBP,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Eye,,,,,,,,,,R_Eye,Space,525,175,100,250,3,188192,250,Mouth,,2.8045,525,175,100,250,3,188192,250,2.8045,558,279,250,308,2,188192,250,600,300,275,325,2,188167,275,0,,,0,,,1,188167,188442,150.01,176.06,,,,,,,,,,,,,
CREBBP_1,CREBBP,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Eye,,,,,,,,,,R_Eye,Space,658,219,125,375,3,444986,158,Mouth,,2.81182,283,142,125,158,2,444986,158,2.48117,708,354,333,375,2,444986,333,758,379,342,417,2,444978,342,0,,,0,,,0,,445319,,136.08,,,,,,,,,,,,,
CREBBP_1,CREBBP,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Eye,,,,,,,,,,R_Eye,Space,775,258,125,392,3,286656,258,Mouth,,2.97009,650,325,258,392,2,286656,258,3.04611,792,396,392,400,2,286656,400,850,425,425,425,2,286631,425,0,,,0,,,1,286631,291539,58.14,257.5,,,,,,,,,,,,,
CREBBP_1,CREBBP,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Eye,,,,,,,,,,R_Eye,Space,1350,225,167,317,6,363820,317,Mouth,,3.00879,1183,237,175,317,5,363820,317,3.01796,1392,464,317,667,3,363820,317,1441,480,342,667,3,363795,342,0,,,0,,,3,363795,364136,176.07,163.53,,,,,,,,,,,,,
CREBBP_1,CREBBP,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Eye,,,,,,,,,,R_Eye,Space,958,240,150,442,4,486825,175,Mouth,,2.8858,958,240,150,442,4,486825,175,2.8858,975,325,150,650,3,486825,175,1033,344,167,667,3,486800,200,0,,,0,,,1,,488392,,181.37,,,,,,,,,,,,,
CREBBP_1,CREBBP,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Eye,,,,,,,,,,R_Eye,Space,1650,275,108,425,6,143333,250,Mouth,,2.88154,1650,275,108,425,6,143333,250,2.88154,1741,580,250,1208,3,143333,250,1808,603,275,1217,3,143308,275,0,,,0,,,3,143308,145641,114.16,145.25,,,,,,,,,,,,,
CREBBP_1,CREBBP,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Eye,,,,,,,,,,R_Eye,Space,733,147,108,167,5,405799,167,Mouth,,2.99947,733,147,108,167,5,405799,167,2.99947,783,261,167,325,3,405799,167,875,292,192,367,3,405774,192,0,,,0,,,1,405774,405965,66.12,209.2,,,,,,,,,,,,,
CREBBP_1,CREBBP,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Eye,,,,,,,,,,R_Eye,Space,1608,230,75,508,7,204291,267,Mouth,,2.97827,1608,230,75,508,7,204291,267,2.97827,1766,442,267,600,4,204291,267,1908,477,300,633,4,204257,300,0,,,0,,,1,204257,205915,163.49,234.62,,,,,,,,,,,,,
CREBBP_1,CREBBP,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Eye,,,,,,,,,,R_Eye,Space,1100,183,83,233,6,167170,217,Mouth,,2.854,1100,183,83,233,6,167170,217,2.854,1183,296,133,458,4,167170,217,1317,329,167,492,4,167145,242,0,,,0,,,1,167145,168420,117.47,235.93,,,,,,,,,,,,,
CREBBP_1,CREBBP,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Eye,,,,,,,,,,R_Eye,Space,1641,234,67,358,7,382980,300,Mouth,,2.88693,1483,247,67,358,6,382980,300,2.88956,1691,423,67,808,4,382980,300,1783,446,108,808,4,382963,317,0,,,0,,,3,382963,383280,105.24,71.2,,,,,,,,,,,,,
CREBBP_1,CREBBP,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Eye,,,,,,,,,,R_Eye,Space,1000,167,92,217,6,470660,92,Mouth,,2.97272,867,173,92,217,5,470660,92,3.0351,1050,350,242,417,3,470660,242,1183,394,275,467,3,470627,275,0,,,0,,,3,473035,473477,273.02,287.42,,,,,,,,,,,,,
CREBBP_1,CREBBP,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Eye,,,,,,,,,,R_Eye,Space,1308,327,158,483,4,324810,358,Mouth,,2.97998,1308,327,158,483,4,324810,358,2.97998,1308,327,158,483,4,324810,358,1466,367,233,517,4,324785,383,0,,,0,,,0,326676,327193,202.8,110.82,,,,,,,,,,,,,
CREBBP_1,CREBBP,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Eye,,,,,,,,,,R_Eye,Space,1158,290,158,458,4,264242,275,Mouth,,2.76162,700,233,158,275,3,264242,275,2.61457,1183,394,267,458,3,264242,458,1250,417,308,483,3,264217,483,0,,,0,,,1,264217,265900,131.28,86.85,,,,,,,,,,,,,
EP300_1,EP300,Main Trial,Slide 1,1,Slide 1,Chin,Chin,,,,,,,,,,,0,,,,0,,,Forehead,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
EP300_1,EP300,Main Trial,Slide 1,1,Slide 1,Forehead,,Forehead,,,,,,,,,,792,264,183,317,3,4262,183,Forehead,,3.07203,792,264,183,317,3,4262,183,3.07203,792,264,183,317,3,4262,183,942,314,225,367,3,4220,225,0,,,0,,,0,5595,6737,184.75,94.8,,,,,,,,,,,,,
EP300_1,EP300,Main Trial,Slide 1,1,Slide 1,L_Cheek,,,L_Cheek,,,,,,,,,0,,,,0,,,Forehead,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
EP300_1,EP300,Main Trial,Slide 1,1,Slide 1,L_Ear,,,,L_Ear,,,,,,,,0,,,,0,,,Forehead,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
EP300_1,EP300,Main Trial,Slide 1,1,Slide 1,L_Eye,,,,,L_Eye,,,,,,,508,254,200,308,2,1687,308,Forehead,,3.04956,508,254,200,308,2,1687,308,3.04956,508,254,200,308,2,1687,308,575,287,233,342,2,1654,342,0,,,0,,,0,1654,1995,103.2,228.47,,,,,,,,,,,,,
